,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_close_close_4h,q158_cntd_20h,q158_cntn_20h,q158_cntp_20h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_ma_60h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_max_60h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_min_60h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtld_30h,q158_qtlu_20h,q158_qtlu_30h,q158_rank_close_20h,q158_rank_close_30h,q158_resi_20h,q158_roc_20h,q158_rsqr_20h,q158_rsv_20h,q158_rsv_30h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_std_60h,q158_sumd_20h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha101,wq101_alpha12,wq101_alpha53,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
a101_vol_xs_z_product_112h,1.0,,,,,0.845181,,,,,,,,,,,,,,,,,-0.110449,,,,,,-0.098175,,,0.012413,,,-0.009592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13483,,,,,0.191631,,,,,-0.141245,,,,,,,,,0.070489,,0.142926,,-0.054566,,,,,-0.018629,,,0.168039,,,,,,,,,,,,,,,,,,,,,0.224318,,,,,,,0.141482,,,,,,-0.079148,,,,,,,0.046913,,0.191064,,0.158684,,,,,,,,,,,,,,0.019479,,
qvol_ma_ratio_5_20,,,-0.072923,-0.032708,,,-0.008163,0.0611,0.078468,,0.012722,-0.019148,-0.023461,0.077975,-0.079899,0.103126,,0.110782,-0.072621,0.007857,0.158394,0.013177,,0.039949,0.107855,0.079053,,0.105543,,0.015533,0.056219,,0.096814,,,0.080237,0.066132,0.115083,-0.015009,0.085799,-0.085499,0.083804,0.066997,0.031227,0.177146,0.106167,0.078534,0.058194,0.035719,0.307206,-0.295878,-0.133509,-0.091814,0.307337,0.158608,-0.019442,0.007857,0.012762,0.010487,0.013923,0.145984,-0.023716,-0.199325,-0.135543,-0.111878,-0.092374,-0.069348,-0.040293,-0.091048,,-0.013721,,0.120699,-0.070749,,0.258243,,-0.174921,-0.051623,,-0.274468,,-0.007857,-0.01407,-0.014997,-0.014811,-0.015694,-0.039688,,-0.115689,,0.07007,,-0.033037,-0.105543,0.093835,0.078385,,0.327138,0.048079,,0.396531,,0.100232,-0.100229,0.100228,-0.631898,0.072681,0.05435,-0.004648,-0.111133,-0.55269,0.474351,-0.474351,0.474351,-0.005369,-0.02158,1.0,0.575436,,0.307206,,0.427715,0.651922,0.001784,0.029594,-0.079053,-0.008722,,-0.014312,-0.015264,-0.056219,-0.015533,0.084114,,0.066019,-0.009678,0.000356,-0.004454,-0.000559,0.080387,,0.086134,,0.367467,,0.007868,0.583168,0.062256,0.574719,,-0.03113,0.073718,0.088684,-0.055109,0.010643,-0.009882,0.01197,-0.018102,,0.020243,0.008444
qvol_zscore_20h,,,-0.059118,-0.020586,,,0.021263,0.06867,0.078374,,-0.008109,-0.064442,-0.086343,0.069907,-0.058902,0.08877,,0.06772,-0.045415,-0.011528,0.217191,0.020385,,0.02465,0.107121,0.079234,,0.097936,,0.049214,0.045072,,0.093716,,,0.067658,0.058729,0.105056,-0.032966,0.083099,-0.083079,0.079212,0.060908,0.037188,0.294997,0.070563,-0.000851,-0.0356,-0.058289,0.497223,-0.22349,-0.074023,-0.088513,0.497013,0.217096,-0.064722,-0.011528,-0.008121,-0.004448,0.001973,0.183444,-0.086584,-0.298952,-0.057292,-0.016709,-0.016461,-0.022098,-0.056361,-0.091953,,-0.016796,,0.015235,-0.086395,,0.139584,,-0.081681,-0.038112,,-0.159404,,0.011528,0.000262,-0.019301,-0.033088,-0.049229,-0.038132,,-0.126561,,0.072911,,-0.011128,-0.097936,0.032639,0.078276,,0.166975,0.008215,,0.338397,,0.094987,-0.094987,0.094986,-0.9424,-0.477166,-0.579675,-0.636861,-0.674723,-0.742828,0.632688,-0.632688,0.632688,0.088699,-0.001763,0.575436,1.0,,0.497223,,0.343162,0.998508,0.05286,0.027808,-0.079234,0.011129,,4.4e-05,-0.019253,-0.045072,-0.049214,0.082412,,0.069936,-0.043822,-0.007787,-0.054792,-0.005452,0.085728,,0.081067,,0.201191,,0.035552,0.318535,0.059791,0.998738,,-0.013311,0.068731,0.087183,-0.060581,0.000593,0.001397,0.022351,0.038753,,0.049234,-0.002362
qvol_zscore_48h,,-0.01363,,,0.029598,,,,,0.083175,,,,,,,,,,,,,,,,,-0.004104,,,,,,,0.058301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083677,,,,,-0.115558,,,,,-0.021194,,,,,,,,,,,,,,,,,,,,,-0.045189,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997433,,,,,,,,,,,
range_1h,,,-0.140763,-0.022093,,,-0.061296,0.020575,0.006115,,0.000415,-0.139032,-0.104521,-0.024819,0.539286,0.02751,,-0.054587,-0.122814,-0.009672,0.42614,0.015714,,0.0197,0.026279,0.009828,,0.028227,,-0.00558,0.038216,,0.049997,,,0.021502,0.055791,0.032376,0.012162,0.032988,-0.030056,0.035663,0.045996,0.067323,0.58296,0.226798,0.16483,0.133438,0.110607,1.0,-0.120272,-0.055813,-0.040312,0.999898,0.426253,-0.139392,-0.009672,0.000353,-0.016334,-0.010546,0.432108,-0.104858,-0.567437,-0.198032,-0.13049,-0.104564,-0.092332,0.006839,-0.012413,,0.013935,,0.387646,0.332268,,0.44863,,-0.3685,-0.341368,,-0.417685,,0.009672,0.011263,0.014436,0.012067,0.005408,-0.108029,,0.084126,,0.021872,,-0.020755,-0.028227,0.053294,0.006102,,0.58922,0.526823,,0.674482,,0.047531,-0.047535,0.047527,-0.497952,-0.286652,-0.318992,-0.345293,-0.359268,-0.379393,0.401728,-0.401728,0.401728,0.068915,0.205966,0.307206,0.497223,,1.0,,0.776006,0.557878,0.045114,0.0245,-0.009828,0.00946,,0.011085,0.014373,-0.038216,0.00558,0.034792,,0.024654,-0.022877,0.082011,-0.030842,0.19932,0.028166,,0.047263,,0.662683,,0.22109,0.261238,0.039162,0.498284,,0.625789,0.026874,-0.008458,0.001943,0.003264,0.00823,0.01323,0.51174,,0.031558,0.060456
range_24h,0.224318,,,,,-0.004098,,,,,,,,,,,-0.098217,,,,,,-0.075324,,,,,,-0.059316,,,-0.044651,,,-0.08635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095125,,,,,0.597407,,,,,-0.475408,,,,,,,,,-0.13003,,0.304043,,-0.066478,,,,,-0.078765,,,0.916319,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0871,,,,,,-0.05065,,,,,,,0.367194,,0.788823,,0.736496,,,,,,,,,,,,,,-0.052154,,
range_4h,,,-0.163996,-0.032511,,,-0.08076,0.003168,-0.002848,,0.00382,-0.07161,-0.027808,-0.030853,0.602825,0.010963,,-0.070475,-0.135904,-0.005579,0.370016,0.003856,,0.011497,0.007239,-0.006279,,0.011042,,-0.030611,0.03069,,0.036066,,,0.01385,0.046095,0.016629,0.030396,0.026182,-0.010609,0.042728,0.033543,0.061615,0.468602,0.282265,0.225491,0.189704,0.142722,0.776006,-0.148917,-0.105788,-0.026953,0.775946,0.370153,-0.072149,-0.005579,0.003819,-0.015661,-0.010995,0.387172,-0.028332,-0.451941,-0.264177,-0.186822,-0.134905,-0.083436,0.027011,0.006191,,0.023352,,0.474363,0.392743,,0.572536,,-0.450598,-0.387691,,-0.537305,,0.005579,0.011076,0.024143,0.030336,0.030377,-0.096745,,0.111939,,0.010142,,-0.031525,-0.011042,0.050184,-0.002581,,0.75371,0.61194,,0.902032,,0.033312,-0.033307,0.033317,-0.339771,0.026568,-0.023382,-0.109967,-0.211693,-0.218327,0.349565,-0.349565,0.349565,0.122915,0.281101,0.427715,0.343162,,0.776006,,1.0,0.456358,0.085782,0.015398,0.006279,0.005719,,0.011071,0.024122,-0.03069,0.030611,0.016999,,0.008471,-0.013801,0.071551,-0.012681,0.231056,0.018289,,0.04374,,0.78352,,0.296424,0.361609,0.024791,0.344527,,0.692932,0.01887,-0.027172,0.009971,0.002226,0.002055,0.006672,0.59303,,-0.003872,0.051455
range_breakout_vol_confirm_20h,,,-0.0475,-0.135981,,,-0.004818,0.57384,0.182568,,0.260484,-0.205338,-0.042726,0.027564,-0.120782,0.113113,,-0.016616,-0.027002,0.417346,0.102963,0.090312,,0.154913,0.015481,0.246435,,0.184323,,0.451205,0.240565,,0.209895,,,0.265458,0.226272,-0.028165,-0.48876,0.10472,-0.085043,0.11331,0.228155,0.555561,0.226641,-0.405973,-0.527015,-0.523662,-0.504332,0.557878,-0.46257,-0.031756,-0.179507,0.55896,0.107636,-0.2057,0.417346,0.259663,0.329556,0.139084,0.303924,-0.043274,-0.504347,-0.547885,-0.521219,-0.484371,-0.438376,-0.470732,-0.307412,,-0.568365,,-0.049194,-0.083346,,0.006365,,-0.258568,-0.098671,,-0.461017,,-0.417346,-0.532212,-0.523145,-0.489386,-0.451844,-0.207892,,-0.520063,,0.419905,,0.486013,-0.184323,-0.049941,0.182764,,0.236759,0.030857,,0.476107,,0.228908,-0.228901,0.228907,-0.976106,-0.507353,-0.610712,-0.667269,-0.713805,-0.843851,0.732884,-0.732884,0.732884,0.124996,0.016826,0.651922,0.998508,,0.557878,,0.456358,1.0,0.07762,0.179688,-0.246435,-0.416803,,-0.532097,-0.522408,-0.240565,-0.451205,0.411399,,0.48857,0.080687,-0.00434,0.104137,0.06631,0.106128,,0.229925,,0.293033,,0.049514,0.415577,0.264718,0.999189,,0.02636,0.092821,0.199789,-0.194762,0.295488,-0.320801,-0.211243,0.091708,,0.285337,-0.032248
realized_kurt_20h,,,0.024385,0.062991,,,-0.038518,0.030573,0.033099,,0.004798,0.019755,0.027502,0.017271,0.20473,0.027287,,-0.067694,-0.054336,0.00399,0.043308,0.006994,,0.010219,0.021254,0.013438,,0.027105,,0.00261,0.011289,,0.033045,,,0.03539,0.033727,0.024805,-0.001787,0.009081,-0.003339,0.014179,0.031381,0.035171,0.02949,0.016905,0.011214,0.009094,0.007178,0.045114,-0.030928,0.036895,-0.037913,0.045122,0.043474,0.019652,0.00399,0.004787,0.004641,0.002115,0.045672,0.027412,-0.035446,-0.027205,-0.020164,-0.018398,-0.016442,-0.004509,-0.016205,,-0.002276,,0.069134,0.084178,,0.054159,,-0.100581,-0.136499,,-0.068849,,-0.00399,-0.001816,-0.002548,-0.002147,-0.003011,-0.046454,,0.013153,,0.025324,,0.001857,-0.027105,0.001847,0.033332,,0.131818,0.17395,,0.07098,,0.027514,-0.027509,0.027519,0.023388,0.005266,-0.005421,-0.015448,-0.028099,0.17491,0.078348,-0.078348,0.078348,0.733689,0.179315,0.001784,0.05286,,0.045114,,0.085782,0.07762,1.0,0.059485,-0.013438,-0.003537,,-0.001575,-0.002283,-0.011289,-0.00261,0.020766,,0.01052,1e-06,0.012189,0.002405,0.035824,0.011187,,0.029434,,0.064658,,0.30279,-0.12489,0.033188,0.051523,,0.239216,0.022117,0.00197,-0.024292,0.001494,-0.013765,-0.0031,0.461388,,0.008833,0.010012
realized_skew_20h,,,0.013557,0.013269,,,-0.003878,0.283222,0.276445,,0.018903,-0.024807,0.022563,0.029294,-0.335644,0.382994,,-0.041877,0.048432,0.026961,-0.010923,0.263992,,0.211522,0.334727,0.263856,,0.413938,,0.173219,0.221236,,0.398167,,,0.326807,0.54033,0.35677,-0.144078,-0.042147,0.044873,-0.034752,0.539063,0.32266,0.015313,-0.037736,-0.082565,-0.11925,-0.151037,0.0245,-0.264776,0.265912,-0.28614,0.02461,-0.010025,-0.02498,0.026961,0.018868,0.014743,0.000797,0.039852,0.022333,-0.017333,-0.049731,-0.089444,-0.121903,-0.15437,-0.213183,-0.330986,,-0.117002,,-0.117007,-0.229723,,-0.052104,,-0.108642,-0.209405,,-0.057421,,-0.026961,-0.073592,-0.109197,-0.143988,-0.173029,-0.297213,,-0.300807,,0.25199,,-0.016451,-0.413938,-0.041691,0.276454,,0.012092,-0.013792,,0.017038,,0.423328,-0.423321,0.423333,-0.035568,-0.007403,-0.011399,-0.013114,-0.008275,-0.059112,0.030871,-0.030871,0.030871,-0.053648,0.044266,0.029594,0.027808,,0.0245,,0.015398,0.179688,0.059485,1.0,-0.263856,-0.026966,,-0.073615,-0.109406,-0.221236,-0.173219,0.375799,,0.289425,-0.000403,0.08814,0.002142,0.040976,0.159153,,0.198909,,0.022135,,0.039041,-0.011267,0.562602,0.016883,,0.034105,0.160844,0.282054,-0.195126,0.005349,-0.06279,0.00115,-0.015948,,0.009185,-0.015711
rev_10h,,,0.087152,-0.005924,,,0.004687,-0.864102,-0.807726,,-0.256249,0.063669,-0.06712,-0.415466,0.25035,-0.577324,,-0.059797,-0.122501,-0.26977,0.054297,-0.131653,,-0.131297,-0.819907,-1.0,,-0.672192,,-0.6631,-0.30545,,-0.668746,,,-0.572278,-0.401571,-0.664257,0.580424,-0.500672,0.479647,-0.481408,-0.412123,-0.324064,0.131182,0.307048,0.425611,0.520836,0.605936,-0.009828,0.478365,-0.519415,0.593338,-0.013274,0.051434,0.063599,-0.26977,-0.256182,-0.196919,-0.180298,-0.078297,-0.066996,0.153495,0.315222,0.426966,0.519967,0.604504,0.818985,0.898134,,0.52855,,0.621838,0.652892,,0.381146,,0.597657,0.635587,,0.377978,,0.26977,0.395714,0.494065,0.580099,0.662744,0.853803,,0.854423,,-0.847632,,-0.424427,0.672192,0.052994,-0.807676,,0.038434,0.061329,,0.006236,,-0.670018,0.670014,-0.670019,0.053367,0.007294,0.010885,0.016807,0.024131,0.041001,-0.050167,0.050167,-0.050167,0.005883,-0.044705,-0.079053,-0.079234,,-0.009828,,0.006279,-0.246435,-0.013438,-0.263856,1.0,0.270015,,0.395757,0.494231,0.30545,0.6631,-0.811189,,-0.8574,-0.003143,-0.200269,-0.06003,0.007674,-0.697532,,-0.53186,,-0.022619,,-0.010949,-0.03202,-0.396551,-0.046355,,-0.003298,-0.439095,-0.884882,0.830972,-0.227112,0.145858,-0.03052,0.010153,,-0.163175,-0.014046
rev_1h,,,0.015976,-0.004679,,,-0.002672,-0.390116,-0.375733,,-0.947612,0.081216,-0.113844,-0.157473,0.067263,-0.055237,,-0.010968,-0.003273,-0.994932,0.098135,0.023675,,-0.002536,-0.064386,-0.270015,,-0.184128,,-0.377967,-0.088839,,-0.194351,,,-0.214078,-0.056819,-0.053687,0.424617,-0.191805,0.183473,-0.184429,-0.057652,-0.051398,0.609132,0.774661,0.561427,0.462625,0.403198,0.00946,0.067351,-0.069742,0.069795,-0.003708,0.088834,0.08103,-0.994932,-0.947391,-0.813773,-0.767228,-0.124263,-0.11371,0.605186,0.776996,0.565237,0.456451,0.397419,0.460625,0.321838,,0.658213,,0.389854,0.297247,,0.487981,,0.397397,0.306322,,0.500763,,0.994932,0.638111,0.500855,0.424567,0.377746,0.34317,,0.333066,,-0.430957,,-0.482445,0.184128,-0.002785,-0.375764,,0.010854,0.010761,,0.006507,,-0.193777,0.193776,-0.193779,-0.017362,-0.038526,-0.03179,-0.010135,-0.002871,-0.016356,0.002158,-0.002158,0.002158,-0.003966,-0.005864,-0.008722,0.011129,,0.00946,,0.005719,-0.416803,-0.003537,-0.026966,0.270015,1.0,,0.637929,0.500568,0.088839,0.377967,-0.318808,,-0.444627,-0.350832,-0.076599,-0.520929,0.003931,-0.130089,,-0.165127,,-0.010405,,-0.001346,-0.015318,-0.063638,0.01653,,0.001538,-0.129179,-0.342554,0.433563,-0.884487,0.086751,0.476164,0.002564,,-0.644719,-0.000228
rev_24h,0.141482,,,,,0.04044,,,,,,,,,,,-0.118082,,,,,,-0.870587,,,,,,-0.727512,,,-0.027741,,,-0.758827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909418,,,,,0.672745,,,,,0.625019,,,,,,,,,0.840526,,0.855645,,-0.804839,,,,,-0.817002,,,0.102613,,,,,,,,,,,,,,,,,,,,,0.0871,,,,,,,1.0,,,,,,-0.832838,,,,,,,0.093217,,-0.011672,,-0.051189,,,,,,,,,,,,,,-0.001419,,
rev_2h,,,0.028976,-0.006145,,,-0.006957,-0.536857,-0.497157,,-0.609624,0.088809,-0.10571,-0.206917,0.102191,-0.112909,,-0.01217,-0.005369,-0.637925,0.098058,-0.053318,,-0.003889,-0.143774,-0.395757,,-0.268419,,-0.558176,-0.124488,,-0.28036,,,-0.293323,-0.107992,-0.113064,0.632737,-0.24416,0.234161,-0.234435,-0.110802,-0.099964,0.373184,0.797131,0.856153,0.690436,0.595407,0.011085,0.131621,-0.146568,0.146991,0.002668,0.091609,0.088655,-0.637925,-0.609477,-0.503861,-0.469502,-0.108721,-0.105574,0.369342,0.797031,0.864505,0.691498,0.589764,0.64135,0.457616,,0.861648,,0.497478,0.393683,,0.590067,,0.502243,0.403211,,0.597837,,0.637925,0.997247,0.760477,0.632798,0.558138,0.485353,,0.471838,,-0.566958,,-0.635433,0.268419,-0.001775,-0.497173,,0.016136,0.014361,,0.015231,,-0.28009,0.280089,-0.280089,-0.016721,-0.009354,-0.028828,-0.018795,-0.001522,-0.010527,-0.003522,0.003522,-0.003522,-0.001792,-0.007372,-0.014312,4.4e-05,,0.011085,,0.011071,-0.532097,-0.001575,-0.073615,0.395757,0.637929,,1.0,0.760281,0.124488,0.558176,-0.443323,,-0.599491,-0.228486,-0.112616,-0.322516,0.00627,-0.249795,,-0.221253,,-0.01947,,-0.002025,-0.022693,-0.115556,0.012539,,-0.003177,-0.173404,-0.483014,0.56393,-0.552069,0.195454,0.295635,0.001271,,-0.398094,-0.001448
rev_3h,,,0.051223,0.008424,,,-0.006192,-0.632308,-0.576602,,-0.476226,0.072915,-0.095139,-0.244299,0.136079,-0.17486,,-0.009691,-0.027218,-0.500335,0.083534,-0.094699,,-0.009136,-0.238366,-0.494231,,-0.339532,,-0.707141,-0.154106,,-0.350334,,,-0.349257,-0.156733,-0.178796,0.816704,-0.292099,0.280026,-0.2804,-0.161163,-0.141282,0.286227,0.606979,0.863875,0.893152,0.75789,0.014373,0.1869,-0.21213,0.218125,0.007847,0.078341,0.072757,-0.500335,-0.476095,-0.390646,-0.361337,-0.096669,-0.094967,0.283095,0.601754,0.858723,0.896726,0.755394,0.759387,0.556864,,0.926925,,0.56374,0.461074,,0.638429,,0.557046,0.462634,,0.631955,,0.500335,0.760312,0.998162,0.81689,0.70721,0.586612,,0.571392,,-0.651628,,-0.705548,0.339532,0.00403,-0.576611,,0.02888,0.023465,,0.029775,,-0.350457,0.350456,-0.350455,-0.001884,0.00788,0.000801,-0.008506,0.001017,0.003095,-0.009449,0.009449,-0.009449,0.000324,-0.007302,-0.015264,-0.019253,,0.014373,,0.024122,-0.522408,-0.002283,-0.109406,0.494231,0.500568,,0.760281,1.0,0.154106,0.707141,-0.529753,,-0.693903,-0.170843,-0.1347,-0.222991,0.008311,-0.361425,,-0.275326,,-0.01521,,0.002047,-0.022537,-0.163851,-0.001728,,0.001418,-0.218602,-0.582071,0.645136,-0.430852,0.207914,0.229966,0.007624,,-0.317066,-0.003127
rev_72h,,,0.093968,0.1329,,,0.04527,-0.327867,-0.286008,,-0.083537,0.012834,-0.022991,-0.238354,0.158246,-0.640949,,-0.15658,-0.066738,-0.089217,-0.016617,-0.032615,,-0.87332,-0.384873,-0.30545,,-0.444569,,-0.207009,-1.0,,-0.424372,,,-0.721886,-0.382854,-0.409074,0.179892,-0.320482,0.309943,-0.312004,-0.383014,-0.427726,0.018025,0.080548,0.119682,0.149668,0.177401,-0.038216,0.305099,-0.286604,0.337232,-0.039249,-0.017637,0.012886,-0.089217,-0.083508,-0.058803,-0.060668,-0.048894,-0.022715,0.075966,0.111435,0.141582,0.16625,0.19265,0.251031,0.377632,,0.162974,,0.127219,0.234529,,0.067313,,0.148539,0.216971,,0.10623,,0.089217,0.124762,0.154074,0.179886,0.207047,0.349293,,0.346228,,-0.315318,,0.009968,0.444569,0.037683,-0.285941,,-0.017977,0.012256,,-0.028077,,-0.429232,0.429227,-0.42923,0.047403,0.004518,0.007018,0.010613,0.011354,0.05739,-0.043681,0.043681,-0.043681,0.026049,-0.145714,-0.056219,-0.045072,,-0.038216,,-0.03069,-0.240565,-0.011289,-0.221236,0.30545,0.088839,,0.124488,0.154106,1.0,0.207009,-0.522903,,-0.347439,-0.002538,-0.107557,-0.002867,-0.021182,-0.000179,,-0.37619,,-0.027246,,-0.046368,-0.015658,-0.373505,-0.030282,,-0.013609,-0.311105,-0.316161,0.222626,-0.079577,0.053925,0.005063,0.005372,,-0.045979,-0.021702
reversal_5h,,,0.066056,0.002661,,,-0.002725,-0.755616,-0.682709,,-0.358098,0.080204,-0.091224,-0.303495,0.184995,-0.308276,,-0.022378,-0.06609,-0.37734,0.081843,-0.157234,,-0.03774,-0.47973,-0.6631,,-0.459228,,-1.0,-0.207009,,-0.466368,,,-0.436879,-0.245313,-0.324123,0.850284,-0.368745,0.353303,-0.35401,-0.252251,-0.219051,0.197276,0.445361,0.616799,0.763416,0.911947,0.00558,0.283856,-0.325258,0.348301,0.000734,0.077895,0.080081,-0.37734,-0.35801,-0.278114,-0.25546,-0.094373,-0.091057,0.204331,0.4406,0.610601,0.756324,0.906242,0.893128,0.705357,,0.764469,,0.635247,0.548832,,0.608299,,0.614474,0.541763,,0.582334,,0.377339,0.557638,0.706921,0.850361,0.998907,0.719714,,0.708963,,-0.756494,,-0.714212,0.459228,0.018136,-0.682694,,0.041518,0.037695,,0.034734,,-0.46728,0.467277,-0.467282,0.024939,0.012881,0.015892,0.025252,0.026276,0.023553,-0.029753,0.029753,-0.029753,0.006941,-0.013408,-0.015533,-0.049214,,0.00558,,0.030611,-0.451205,-0.00261,-0.173219,0.6631,0.377967,,0.558176,0.707141,0.207009,1.0,-0.655474,,-0.80118,-0.12928,-0.160433,-0.136041,0.008561,-0.539317,,-0.369143,,-0.008832,,0.005834,-0.018156,-0.249336,-0.024596,,0.003966,-0.298201,-0.722332,0.746316,-0.322944,0.189249,0.155739,0.013989,,-0.231253,-0.006673
rsi_14h,,,-0.034955,-0.005914,,,-0.017717,0.911095,0.882506,,0.31254,-0.064767,0.072576,0.517381,-0.29859,0.837205,,0.110472,0.173504,0.318224,-0.041142,0.135506,,0.434621,0.841024,0.811189,,0.865905,,0.655474,0.522903,,0.885431,,,0.823412,0.56851,0.797783,-0.597126,0.645844,-0.618679,0.620877,0.579029,0.437983,-0.151407,-0.343401,-0.458346,-0.539256,-0.604451,0.034792,-0.622984,0.641846,-0.730346,0.038948,-0.037894,-0.064679,0.318224,0.312476,0.234751,0.227636,0.098194,0.072352,-0.203584,-0.369465,-0.474967,-0.55189,-0.615715,-0.770219,-0.926726,,-0.567782,,-0.550781,-0.700571,,-0.390231,,-0.560693,-0.683542,,-0.41864,,-0.318224,-0.442984,-0.529369,-0.596709,-0.655186,-0.88018,,-0.884232,,0.890682,,0.267405,-0.865904,-0.088374,0.882432,,-0.010552,-0.063735,,0.015013,,0.888203,-0.8882,0.888204,-0.060916,-0.00639,-0.010108,-0.019121,-0.023809,-0.059223,0.05539,-0.05539,0.05539,-0.019083,0.09488,0.084114,0.082412,,0.034792,,0.016999,0.411399,0.020766,0.375799,-0.811189,-0.318808,,-0.443323,-0.529753,-0.522903,-0.655474,1.0,,0.928436,0.036676,0.258756,0.077894,0.003305,0.516695,,0.710329,,0.046955,,0.042442,0.02126,0.563033,0.048915,,0.035175,0.587006,0.888265,-0.806312,0.273331,-0.153379,-0.071755,0.005707,,0.179707,0.025241
rsi_28h,-0.079148,,,,,-0.088943,,,,,,,,,,,0.117029,,,,,,0.824274,,,,,,0.859369,,,0.165846,,,0.746134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.871239,,,,,-0.631981,,,,,-0.626292,,,,,,,,,-0.824663,,-0.81885,,0.82487,,,,,0.806675,,,-0.069494,,,,,,,,,,,,,,,,,,,,,-0.05065,,,,,,,-0.832838,,,,,,1.0,,,,,,,-0.088361,,0.055233,,0.066812,,,,,,,,,,,,,,0.089438,,
