,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_close_close_4h,q158_cntd_20h,q158_cntn_20h,q158_cntp_20h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtlu_20h,q158_rank_close_20h,q158_resi_20h,q158_roc_20h,q158_rsqr_20h,q158_rsv_20h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_sumd_20h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha101,wq101_alpha12,wq101_alpha53,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
a101_vol_xs_z_product_112h,1.0,,,,,-0.423504,,,,,,,,,,,,,,,,,0.020843,,,,,,0.051033,,,0.018561,,,-0.025477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038631,,,,0.005807,,,,0.050337,,,,,,,,,,,,,,,,-0.051575,,,,,,,,,,,,,,,,,,,,-0.013796,,,,,,,-0.01051,,,,,,0.109192,,,,,,,-0.080052,,0.01733,,0.011001,,,,,,,,,,,,,,0.018013,,
q158_low_close_1h,,,0.063577,0.039823,,,0.005919,-0.450476,-0.386795,,-0.603167,0.060866,-0.082421,-0.184268,-0.100042,-0.156198,,0.030784,0.081436,-0.800569,-0.066249,-0.086321,,-0.034995,-0.180642,-0.413004,,-0.333636,,-0.536556,-0.191662,,-0.266516,,,-0.255507,-0.137141,-0.130395,0.5645,-0.199928,0.18761,-0.194031,-0.133737,-0.135883,0.254373,0.601723,0.610696,0.523343,0.47487,-0.250646,0.150059,-0.072689,0.129343,-0.303928,-0.084307,0.060619,-0.800569,-0.60262,-0.656942,-0.474026,-0.321612,-0.081717,0.643249,1.0,0.801486,0.659607,0.576507,0.6008,0.461794,,0.769346,0.151582,0.116671,,0.204487,0.588283,0.496276,,0.713489,0.79105,0.808729,0.651455,0.564557,0.51119,0.498678,0.360919,-0.395078,-0.593397,0.299174,-0.03042,-0.386833,-0.272062,-0.229746,,-0.321259,-0.26754,0.26754,-0.26754,0.072731,-0.107877,-0.01372,0.013481,0.039284,0.030614,-0.142114,0.142114,-0.142114,-0.084882,-0.153779,-0.206449,-0.123098,,-0.250646,,-0.333015,-0.538722,-0.077468,-0.146537,0.413004,0.800485,,0.827191,0.674243,0.191662,0.536556,-0.39146,,-0.480077,-0.200084,-0.095666,-0.333264,-0.084413,-0.086645,,-0.22154,,-0.324883,,-0.116071,-0.144259,-0.145433,-0.105761,,-0.276083,-0.119855,-0.474308,0.42806,-0.558128,0.130989,0.198622,-0.243113,,-0.438547,-0.026978
q158_low_close_2h,,,0.057224,0.034907,,,0.003428,-0.547986,-0.466517,,-0.45477,0.058153,-0.084152,-0.220855,-0.02344,-0.204851,,0.01004,0.069503,-0.623535,-0.021041,-0.10824,,-0.031079,-0.252705,-0.506949,,-0.398973,,-0.681805,-0.215325,,-0.33398,,,-0.314411,-0.176377,-0.179634,0.741935,-0.250179,0.235951,-0.241604,-0.17522,-0.183776,0.183693,0.60634,0.748536,0.72281,0.642505,-0.190746,0.187434,-0.135607,0.18758,-0.233263,-0.035652,0.057867,-0.623535,-0.45435,-0.485867,-0.344982,-0.283666,-0.08354,0.479088,0.801486,1.0,0.854676,0.734726,0.738865,0.572484,,0.888384,0.270447,0.216521,,0.334994,0.625743,0.530842,,0.744388,0.615452,0.874301,0.87065,0.742102,0.664083,0.592022,0.478262,-0.486182,-0.706727,0.37219,-0.029297,-0.466524,-0.226804,-0.1917,,-0.237515,-0.337653,0.337653,-0.337653,0.028923,-0.017149,-0.115689,-0.030832,0.00075,0.002536,-0.103951,0.103951,-0.103951,-0.069509,-0.139891,-0.185848,-0.078839,,-0.190746,,-0.249138,-0.490594,-0.069447,-0.183852,0.506949,0.623725,,0.881256,0.883475,0.215325,0.681805,-0.484822,,-0.585515,-0.141708,-0.112219,-0.223267,-0.063658,-0.113179,,-0.280552,,-0.27082,,-0.095322,-0.120169,-0.187928,-0.056035,,-0.230105,-0.144446,-0.580158,0.511914,-0.426528,0.1104,0.142602,-0.202034,,-0.33396,-0.024944
q158_low_close_3h,,,0.058544,0.035087,,,0.002275,-0.609806,-0.521585,,-0.373042,0.056128,-0.078543,-0.251015,0.026303,-0.269358,,-0.004057,0.053559,-0.524175,-0.017838,-0.130424,,-0.037071,-0.35428,-0.594396,,-0.460757,,-0.809158,-0.239618,,-0.391339,,,-0.359372,-0.215297,-0.24599,0.901243,-0.291548,0.275457,-0.281061,-0.216107,-0.228001,0.133545,0.49919,0.721565,0.811559,0.785041,-0.178573,0.226575,-0.192404,0.243288,-0.215012,-0.030029,0.055836,-0.524175,-0.372684,-0.397515,-0.276489,-0.264688,-0.077954,0.407971,0.659607,0.854676,1.0,0.88493,0.82916,0.660005,,0.903426,0.344737,0.282288,,0.402732,0.659934,0.566487,,0.754664,0.516066,0.734529,0.90743,0.901372,0.797002,0.673376,0.562784,-0.547468,-0.752251,0.437658,-0.029256,-0.521575,-0.203644,-0.174957,,-0.174543,-0.396452,0.396452,-0.396452,0.017285,0.013733,-0.014525,-0.099305,-0.028884,-0.004603,-0.099828,0.099828,-0.099828,-0.062282,-0.138336,-0.174919,-0.075465,,-0.178573,,-0.196849,-0.441859,-0.068822,-0.214681,0.594396,0.524429,,0.742384,0.912883,0.239618,0.809158,-0.553537,,-0.652161,-0.114998,-0.126456,-0.164003,-0.050725,-0.149987,,-0.328742,,-0.249531,,-0.083894,-0.104949,-0.227153,-0.049671,,-0.209407,-0.166385,-0.657663,0.566517,-0.354236,0.088795,0.119161,-0.182945,,-0.278544,-0.0256
q158_low_close_4h,,,0.062285,0.034582,,,0.001331,-0.65339,-0.563344,,-0.32446,0.061298,-0.073148,-0.275906,0.066862,-0.339827,,-0.015258,0.039626,-0.46087,-0.012762,-0.152397,,-0.050512,-0.477214,-0.674781,,-0.517483,,-0.927014,-0.264816,,-0.442118,,,-0.397535,-0.253208,-0.321195,0.928214,-0.326351,0.308715,-0.314237,-0.255677,-0.268992,0.096745,0.426329,0.62514,0.784535,0.851858,-0.17695,0.265037,-0.244323,0.29577,-0.209141,-0.023328,0.061022,-0.46087,-0.324127,-0.341113,-0.234187,-0.249894,-0.072589,0.36672,0.576507,0.734726,0.88493,1.0,0.886598,0.731498,,0.841467,0.400088,0.334601,,0.433734,0.684137,0.594502,,0.729195,0.452115,0.641776,0.794411,0.928231,0.921967,0.735431,0.623552,-0.594386,-0.755688,0.497554,-0.026198,-0.563318,-0.184022,-0.161866,,-0.122339,-0.448436,0.448436,-0.448436,0.015295,0.021176,0.018211,-0.006495,-0.091787,-0.002124,-0.097429,0.097429,-0.097429,-0.054067,-0.139156,-0.159604,-0.076817,,-0.17695,,-0.135188,-0.399584,-0.068434,-0.244262,0.674781,0.46124,,0.650989,0.801753,0.264816,0.927014,-0.608983,,-0.697722,-0.10207,-0.136573,-0.128548,-0.044843,-0.182901,,-0.371654,,-0.232108,,-0.075011,-0.085912,-0.264146,-0.048966,,-0.196613,-0.187097,-0.717513,0.605944,-0.309106,0.082041,0.091091,-0.166974,,-0.245272,-0.026943
q158_ma_10h,,,0.043238,0.013157,,,-0.007282,-0.763939,-0.674931,,-0.381522,0.065932,-0.076283,-0.331169,0.249364,-0.457508,,-0.080265,-0.021088,-0.534063,0.067126,-0.162264,,-0.072703,-0.646315,-0.835723,,-0.621205,,-0.922322,-0.30392,,-0.550229,,,-0.487506,-0.322632,-0.468797,0.884123,-0.40476,0.385417,-0.387206,-0.329815,-0.322162,0.201743,0.529097,0.700354,0.80552,0.872662,-0.086746,0.340301,-0.344616,0.397704,-0.12328,0.055554,0.065618,-0.534063,-0.381136,-0.400375,-0.281101,-0.199225,-0.075753,0.34255,0.6008,0.738865,0.82916,0.886598,1.0,0.882739,,0.862089,0.612011,0.537261,,0.525124,0.65955,0.588014,,0.606331,0.527754,0.704917,0.814346,0.883926,0.924832,0.805598,0.805482,-0.706991,-0.781424,0.621779,0.003567,-0.674836,-0.03016,-0.019187,,-0.045595,-0.56085,0.56085,-0.56085,0.0367,0.02441,0.029861,0.032323,0.036892,0.028881,-0.089954,0.089954,-0.089954,-0.028959,-0.081428,-0.121512,-0.097393,,-0.086746,,-0.030979,-0.434514,-0.058613,-0.298253,0.835723,0.534608,,0.710947,0.818165,0.30392,0.922322,-0.732948,,-0.811569,-0.059312,-0.151749,-0.147795,0.00576,-0.209548,,-0.461032,,-0.088007,,-0.015725,-0.036685,-0.337063,-0.064786,,-0.05851,-0.22597,-0.864638,0.714849,-0.36463,0.087068,0.114388,-0.068898,,-0.287017,-0.018627
q158_ma_20h,,,0.057673,0.023409,,,-0.000834,-0.793306,-0.758452,,-0.275675,0.059805,-0.062791,-0.455261,0.2991,-0.750673,,-0.063838,-0.086149,-0.389852,0.033418,-0.14415,,-0.234551,-0.904267,-0.920784,,-0.853482,,-0.77471,-0.434006,,-0.758918,,,-0.610923,-0.478989,-0.824113,0.706421,-0.55946,0.532871,-0.535152,-0.491291,-0.415101,0.093429,0.356966,0.504209,0.610729,0.694449,-0.124587,0.529797,-0.531214,0.616131,-0.15094,0.02515,0.059596,-0.389852,-0.275389,-0.278067,-0.195956,-0.200118,-0.06225,0.282304,0.461794,0.572484,0.660005,0.731498,0.882739,1.0,,0.663422,0.528085,0.62491,,0.354577,0.630539,0.693053,,0.494757,0.381998,0.5244,0.626129,0.70626,0.772146,0.913971,0.910931,-0.760433,-0.414286,0.863463,0.033309,-0.75831,-0.074945,-0.024533,,-0.098754,-0.767948,0.767948,-0.767948,0.066675,0.024604,0.031929,0.035825,0.040394,0.056915,-0.104726,0.104726,-0.104726,-0.014854,-0.155301,-0.166213,-0.114418,,-0.124587,,-0.08531,-0.302673,-0.062508,-0.380339,0.920784,0.390261,,0.533298,0.634042,0.434006,0.77471,-0.85581,,-0.838163,-0.019393,-0.195542,-0.067989,-0.01325,-0.218636,,-0.624701,,-0.139112,,-0.048139,-0.048181,-0.482787,-0.078846,,-0.104329,-0.289933,-0.947772,0.724151,-0.265459,0.073072,0.032141,-0.09071,,-0.204829,-0.035546
q158_ma_30h,-0.038631,,,,,-0.076551,,,,,,,,,,,0.171891,,,,,,-0.772833,,,,,,-0.699306,,,-0.306125,,,-0.726069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.660848,,,,0.55044,,,,,,,,,,,,,,,,0.118695,,,,,,,,,,,,,,,,,,,,0.170781,,,,,,,0.890951,,,,,,-0.811857,,,,,,,0.044262,,-0.026488,,-0.044349,,,,,,,,,,,,,,-0.183402,,
q158_ma_5h,,,0.019581,-0.000419,,,-0.009481,-0.638372,-0.545345,,-0.532405,0.067934,-0.086682,-0.234985,0.19196,-0.218262,,-0.060875,0.004674,-0.728823,0.103569,-0.133697,,-0.008691,-0.291584,-0.566442,,-0.422485,,-0.802374,-0.201999,,-0.381622,,,-0.36586,-0.199981,-0.205477,0.907208,-0.283655,0.270388,-0.271043,-0.202974,-0.199656,0.359889,0.747306,0.884803,0.904166,0.841736,-0.032904,0.195521,-0.194037,0.226207,-0.082795,0.087562,0.067509,-0.728823,-0.531879,-0.577638,-0.408173,-0.185135,-0.086154,0.428898,0.769346,0.888384,0.903426,0.841467,0.862089,0.663422,,1.0,0.522461,0.422239,,0.607244,0.527341,0.444019,,0.629816,0.725862,0.900248,0.946074,0.907066,0.806762,0.61557,0.623308,-0.568124,-0.823313,0.422897,-0.006197,-0.545285,0.00201,-0.002355,,0.005588,-0.391582,0.391582,-0.391582,0.008014,0.019484,0.01664,0.01054,0.008107,0.005428,-0.062566,0.062566,-0.062566,-0.027003,-0.037106,-0.060186,-0.065045,,-0.032904,,0.023,-0.54581,-0.040974,-0.217967,0.566442,0.729497,,0.900429,0.943296,0.201999,0.802374,-0.563146,,-0.678884,-0.165777,-0.114777,-0.256765,0.004023,-0.120177,,-0.322274,,-0.031997,,-0.004734,-0.021782,-0.220323,-0.039185,,-0.024003,-0.16186,-0.681998,0.596446,-0.500695,0.1135,0.179005,-0.044562,,-0.403109,-0.006718
q158_max_10h,,,-0.149053,-0.132948,,,-0.050702,-0.477186,-0.481908,,-0.247439,0.008607,-0.027629,-0.248927,0.664082,-0.178089,,-0.268703,-0.183761,-0.318313,0.325593,-0.094608,,0.060874,-0.332133,-0.448539,,-0.254492,,-0.499307,-0.04176,,-0.306997,,,-0.307379,-0.11369,-0.247463,0.529566,-0.22617,0.227909,-0.203692,-0.12781,-0.081797,0.502929,0.564718,0.610829,0.645204,0.667261,0.437305,0.099602,-0.25764,0.207469,0.415987,0.31907,0.007775,-0.318313,-0.247224,-0.273887,-0.202721,0.238703,-0.027938,-0.12305,0.151582,0.270447,0.344737,0.400088,0.612011,0.528085,,0.522461,1.0,0.810503,,0.832651,-0.037063,-0.031091,,-0.054401,0.336016,0.430116,0.489554,0.529655,0.558445,0.267225,0.676002,-0.458136,-0.520498,0.334772,0.097748,-0.481563,0.676242,0.579923,,0.528116,-0.321512,0.321512,-0.321512,-0.025541,0.041464,0.067031,0.077606,0.08902,0.055122,0.122591,-0.122591,0.122591,0.159647,0.278293,0.183905,0.046734,,0.437305,,0.59478,-0.012088,0.10896,-0.144083,0.448539,0.318345,,0.401075,0.449264,0.04176,0.499307,-0.432877,,-0.50591,-0.03543,-0.051095,-0.097916,0.211771,-0.096248,,-0.243785,,0.517881,,0.260018,0.096009,-0.140814,0.067264,,0.559484,-0.128656,-0.576617,0.522321,-0.235038,0.018378,0.072272,0.473835,,-0.190182,0.037299
q158_max_20h,,,-0.105892,-0.116688,,,-0.054173,-0.522277,-0.594405,,-0.192851,0.01371,-0.01915,-0.371742,0.77617,-0.436092,,-0.285847,-0.226504,-0.248618,0.271238,-0.091246,,-0.084814,-0.51291,-0.489466,,-0.473254,,-0.42824,-0.156408,,-0.514007,,,-0.442115,-0.258465,-0.536427,0.43689,-0.383092,0.380947,-0.350227,-0.277359,-0.093902,0.390035,0.439748,0.483339,0.519504,0.546842,0.344545,0.373438,-0.357292,0.424333,0.328568,0.266707,0.012868,-0.248618,-0.192655,-0.20547,-0.156345,0.184531,-0.019483,-0.103953,0.116671,0.216521,0.282288,0.334601,0.537261,0.62491,,0.422239,0.810503,1.0,,0.638082,-0.001555,0.028157,,-0.03937,0.260812,0.341346,0.396789,0.436881,0.47075,0.330789,0.801445,-0.522591,-0.224456,0.579353,0.212659,-0.593942,0.508847,0.665237,,0.391581,-0.535585,0.535585,-0.535584,0.092555,0.026875,0.04738,0.058437,0.07141,0.168463,0.03989,-0.03989,0.03989,0.190796,0.280734,-0.015884,-0.052936,,0.344545,,0.453918,-0.034635,0.120482,-0.234693,0.489466,0.248908,,0.32104,0.368325,0.156408,0.42824,-0.561546,,-0.56089,-0.01477,-0.086781,-0.042547,0.203082,-0.147659,,-0.4039,,0.39365,,0.263402,-0.038723,-0.275831,-0.030063,,0.579214,-0.179215,-0.679402,0.54195,-0.184597,0.025866,0.01779,0.483932,,-0.149781,0.024934
q158_max_30h,0.005807,,,,,-0.138671,,,,,,,,,,,-0.007191,,,,,,-0.446989,,,,,,-0.328136,,,-0.204719,,,-0.531352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.660848,,,,1.0,,,,-0.037279,,,,,,,,,,,,,,,,0.713495,,,,,,,,,,,,,,,,,,,,0.747566,,,,,,,0.503179,,,,,,-0.493246,,,,,,,0.219213,,0.596623,,0.531225,,,,,,,,,,,,,,-0.12859,,
q158_max_5h,,,-0.124619,-0.1146,,,-0.047251,-0.374126,-0.356339,,-0.312775,-0.019174,-0.030339,-0.167152,0.568555,-0.000424,,-0.214216,-0.140574,-0.396671,0.34018,-0.079182,,0.097431,-0.073605,-0.22897,,-0.112644,,-0.477662,0.021708,,-0.172262,,,-0.204937,-0.032284,-0.029216,0.581739,-0.127501,0.131703,-0.111568,-0.042553,-0.030011,0.625273,0.693319,0.73066,0.736651,0.703802,0.520327,-0.018079,-0.150138,0.076708,0.49272,0.331013,-0.019948,-0.396671,-0.312523,-0.36318,-0.268819,0.286073,-0.030609,-0.118552,0.204487,0.334994,0.402732,0.433734,0.525124,0.354577,,0.607244,0.832651,0.638082,,1.0,-0.087443,-0.09651,,-0.059706,0.420799,0.521133,0.572479,0.581912,0.551247,0.179601,0.469986,-0.338048,-0.569593,0.180033,0.026002,-0.356095,0.612366,0.465202,,0.669617,-0.185367,0.185367,-0.185367,-0.13048,0.046123,0.063533,0.061514,0.028555,-0.039105,0.187289,-0.187289,0.187289,0.139976,0.252232,0.329871,0.156856,,0.520327,,0.724668,0.02811,0.105538,-0.094359,0.22897,0.396702,,0.481801,0.518475,-0.021708,0.477662,-0.298786,,-0.392198,-0.105661,-0.025939,-0.152078,0.178226,-0.006203,,-0.136618,,0.612511,,0.229716,0.2244,-0.063265,0.172253,,0.521522,-0.083,-0.410036,0.402061,-0.291145,0.023412,0.144908,0.454153,,-0.237803,0.042108
q158_min_10h,,,0.13859,0.082206,,,0.034299,-0.523768,-0.506738,,-0.265815,0.041128,-0.030058,-0.253259,-0.296053,-0.390509,,0.072047,0.131287,-0.349101,-0.287128,-0.093007,,-0.071399,-0.553573,-0.701831,,-0.538954,,-0.626625,-0.28349,,-0.41398,,,-0.349768,-0.216383,-0.387345,0.543743,-0.313283,0.285652,-0.312479,-0.211974,-0.215991,-0.177411,0.123126,0.262788,0.349048,0.417473,-0.500766,0.307179,-0.168164,0.275983,-0.523464,-0.294191,0.041492,-0.349101,-0.265577,-0.283487,-0.205981,-0.393297,-0.029273,0.561395,0.588283,0.625743,0.659934,0.684137,0.65955,0.630539,,0.527341,-0.037063,-0.001555,,-0.087443,1.0,0.856952,,0.849186,0.328706,0.427987,0.494136,0.543549,0.580934,0.769797,0.371449,-0.505178,-0.473809,0.461444,-0.102181,-0.506949,-0.660314,-0.569471,,-0.531603,-0.404173,0.404173,-0.404173,0.069758,-0.016789,-0.039418,-0.047323,-0.048954,-0.021445,-0.231259,0.231259,-0.231259,-0.204044,-0.373801,-0.327458,-0.164132,,-0.500766,,-0.594176,-0.257228,-0.173327,-0.189229,0.701831,0.349336,,0.456809,0.529631,0.28349,0.626625,-0.51107,,-0.561298,-0.040004,-0.129035,-0.101932,-0.139048,-0.212434,,-0.337945,,-0.571801,,-0.293397,-0.152397,-0.208777,-0.141798,,-0.569659,-0.177456,-0.610422,0.546299,-0.244811,0.06754,0.050789,-0.490647,,-0.18957,-0.06641
q158_min_20h,,,0.117969,0.100869,,,0.048549,-0.560327,-0.594629,,-0.20755,0.043085,-0.046759,-0.338432,-0.287335,-0.565366,,0.122515,0.070665,-0.281322,-0.256241,-0.087882,,-0.182894,-0.677496,-0.675211,,-0.719425,,-0.544174,-0.361375,,-0.580009,,,-0.442863,-0.318071,-0.60545,0.468076,-0.437625,0.401949,-0.433634,-0.318715,-0.233524,-0.192956,0.075943,0.202813,0.287897,0.35313,-0.461403,0.393822,-0.417835,0.471335,-0.480118,-0.262361,0.043585,-0.281322,-0.207362,-0.215968,-0.14837,-0.379532,-0.045911,0.482974,0.496276,0.530842,0.566487,0.594502,0.588014,0.693053,,0.444019,-0.031091,0.028157,,-0.09651,0.856952,1.0,,0.706515,0.263867,0.353885,0.417651,0.468002,0.508413,0.857479,0.407033,-0.55182,-0.232015,0.64209,-0.167203,-0.594868,-0.553085,-0.634243,,-0.460845,-0.562354,0.562354,-0.562354,0.00614,0.000165,-0.016854,-0.022851,-0.025775,-0.080366,-0.173403,0.173403,-0.173403,-0.202914,-0.465367,-0.202236,-0.102627,,-0.461403,,-0.521557,-0.124669,-0.182091,-0.245486,0.675211,0.281424,,0.378001,0.446824,0.361375,0.544174,-0.592466,,-0.5838,-0.024438,-0.17666,-0.059289,-0.160528,-0.144516,,-0.457425,,-0.509088,,-0.339201,-0.033047,-0.30362,-0.077523,,-0.631997,-0.240201,-0.674208,0.54425,-0.192783,0.062562,0.033354,-0.509493,,-0.139489,-0.082344
q158_min_30h,0.050337,,,,,0.000274,,,,,,,,,,,0.198287,,,,,,-0.565519,,,,,,-0.561723,,,-0.086233,,,-0.548414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55044,,,,-0.037279,,,,1.0,,,,,,,,,,,,,,,,-0.620397,,,,,,,,,,,,,,,,,,,,-0.621903,,,,,,,0.642383,,,,,,-0.525419,,,,,,,-0.224904,,-0.605927,,-0.533668,,,,,,,,,,,,,,-0.072199,,
q158_min_5h,,,0.122214,0.077054,,,0.029406,-0.438738,-0.404438,,-0.347232,0.034592,-0.007466,-0.194527,-0.29278,-0.231637,,0.077863,0.146808,-0.450191,-0.326532,-0.083924,,-0.035564,-0.322139,-0.500266,,-0.405518,,-0.655512,-0.222296,,-0.299543,,,-0.267739,-0.145385,-0.201877,0.614398,-0.22882,0.207215,-0.229655,-0.138063,-0.159962,-0.133185,0.214092,0.356865,0.434761,0.477682,-0.540074,0.222514,-0.050981,0.158786,-0.569155,-0.335144,0.034913,-0.450191,-0.346958,-0.393934,-0.287638,-0.39637,-0.006648,0.667243,0.713489,0.744388,0.754664,0.729195,0.606331,0.494757,,0.629816,-0.054401,-0.03937,,-0.059706,0.849186,0.706515,,1.0,0.427704,0.534922,0.590364,0.61439,0.596659,0.602642,0.317122,-0.404742,-0.535817,0.334227,-0.052011,-0.404633,-0.590891,-0.460971,,-0.623522,-0.293586,0.293586,-0.293586,0.142854,-0.030811,-0.051931,-0.046579,-0.01611,0.045921,-0.277376,0.277376,-0.277376,-0.188403,-0.298757,-0.411756,-0.244228,,-0.540074,,-0.673133,-0.411161,-0.157569,-0.145281,0.500266,0.450307,,0.568146,0.633307,0.222296,0.655512,-0.404398,,-0.481151,-0.101772,-0.101009,-0.152346,-0.13028,-0.152769,,-0.250337,,-0.6177,,-0.247945,-0.273515,-0.142539,-0.226856,,-0.507316,-0.135651,-0.492105,0.445233,-0.317365,0.076643,0.095934,-0.455134,,-0.253269,-0.052256
q158_open_close_0h,,,0.004349,-0.008559,,,-0.006601,-0.40802,-0.351528,,-0.766697,0.062633,-0.078312,-0.138943,0.111862,-0.071111,,-0.033904,0.000368,-0.996448,0.126084,-0.07831,,0.005149,-0.083636,-0.307565,,-0.226463,,-0.435901,-0.110311,,-0.211078,,,-0.221391,-0.098198,-0.063653,0.487067,-0.158993,0.151532,-0.151944,-0.098404,-0.081768,0.595529,0.788092,0.615767,0.512073,0.45487,0.03552,0.080278,-0.072938,0.088972,-0.033268,0.104491,0.062359,-0.996448,-0.766175,-0.851892,-0.617468,-0.118817,-0.078016,0.575165,0.79105,0.615452,0.516066,0.452115,0.527754,0.381998,,0.725862,0.336016,0.260812,,0.420799,0.328706,0.263867,,0.427704,1.0,0.705423,0.568037,0.487109,0.437347,0.34941,0.357654,-0.352869,-0.561861,0.228657,-0.005868,-0.351516,0.012675,0.005622,,0.006014,-0.217691,0.217691,-0.217691,-0.007322,-0.0211,-0.014273,-0.00628,0.002577,-0.006269,-0.018628,0.018628,-0.018628,-0.018924,-0.013213,-0.020061,-0.013963,,0.03552,,0.02247,-0.495587,-0.024331,-0.125252,0.307565,0.994244,,0.704826,0.567445,0.110311,0.435901,-0.335939,,-0.428424,-0.25012,-0.06673,-0.424251,-0.003212,-0.04254,,-0.176869,,-0.005749,,-0.003564,-0.010943,-0.114979,-0.000868,,-0.006738,-0.089274,-0.415302,0.395271,-0.702585,0.133489,0.271165,-0.024613,,-0.570394,-0.000847
q158_open_close_1h,,,0.010706,-0.005502,,,-0.008437,-0.527522,-0.447411,,-0.517565,0.067797,-0.085123,-0.185879,0.151221,-0.136288,,-0.047348,0.010937,-0.707712,0.11822,-0.104082,,0.002037,-0.169148,-0.434038,,-0.322363,,-0.614782,-0.154847,,-0.294534,,,-0.292246,-0.146059,-0.124292,0.692012,-0.21975,0.209545,-0.209902,-0.14765,-0.142515,0.361407,0.81486,0.873076,0.733844,0.641026,-0.01217,0.136091,-0.135455,0.157687,-0.060052,0.102659,0.067367,-0.707712,-0.517088,-0.557557,-0.395867,-0.170971,-0.084643,0.399494,0.808729,0.874301,0.734529,0.641776,0.704917,0.5244,,0.900248,0.430116,0.341346,,0.521133,0.427987,0.353885,,0.534922,0.705423,1.0,0.810924,0.69208,0.616213,0.484819,0.493594,-0.462811,-0.712068,0.323012,-0.006362,-0.447373,0.007533,0.001849,,0.009092,-0.30283,0.30283,-0.30283,-0.003079,0.017778,-0.015237,-0.007765,0.001591,-0.00348,-0.045649,0.045649,-0.045649,-0.024047,-0.023661,-0.037821,-0.044201,,-0.01217,,0.027391,-0.540899,-0.032087,-0.170536,0.434038,0.707597,,0.993583,0.809414,0.154847,0.614782,-0.451091,,-0.558749,-0.16461,-0.09124,-0.265748,0.000732,-0.077831,,-0.249042,,-0.01348,,-0.003774,-0.014209,-0.165254,-0.022708,,-0.015408,-0.124288,-0.551068,0.494254,-0.483953,0.113375,0.175045,-0.036661,,-0.38581,-0.003296
