factor_id,horizon,horizon_hours,overlap_warning,return_robust_class,return_mean,naive_t_stat,robust_t_stat,robust_standard_error,nw_lag,n_periods,effective_n_proxy,tstat_inflation_ratio,bootstrap_mean,bootstrap_ci_low,bootstrap_ci_high,bootstrap_sign_consistency,status
vol_5h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.00151,-1.52169,-1.152508,0.001311,5,25,14.340877,1.320329,-0.001523,-0.00396,0.000932,0.8705,COMPUTED
vol_5h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.004715,-1.522348,-1.303402,0.003618,5,25,18.326071,1.16798,-0.005314,-0.012469,0.001485,0.93,COMPUTED
vol_of_vol_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-5.1e-05,-0.965786,-0.886374,5.7e-05,1,25,21.057735,1.089593,-4.1e-05,-0.000163,7.7e-05,0.735,COMPUTED
vol_of_vol_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000196,-1.004541,-0.770513,0.000254,4,25,14.708389,1.303729,-0.000155,-0.000623,0.000308,0.7385,COMPUTED
vol_of_vol_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001537,-1.490134,-1.162585,0.001322,5,25,15.217363,1.281741,-0.001468,-0.003869,0.000826,0.875,COMPUTED
vol_of_vol_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.005495,-1.649714,-1.386922,0.003962,5,25,17.669604,1.189479,-0.005322,-0.012988,0.001883,0.924,COMPUTED
vol_ratio_20_80,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,5e-06,0.125319,0.108297,4.3e-05,1,25,18.669718,1.157181,-9e-06,-0.000104,8.5e-05,0.4305,COMPUTED
vol_ratio_20_80,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,4.6e-05,0.327852,0.242831,0.00019,4,25,13.714962,1.350121,1.4e-05,-0.000334,0.000361,0.54,COMPUTED
vol_ratio_20_80,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000181,-0.237533,-0.306892,0.00059,5,25,41.731511,0.773995,-4.2e-05,-0.001114,0.001014,0.541,COMPUTED
vol_ratio_20_80,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.00041,-0.283952,-0.254081,0.001615,5,25,20.016712,1.117567,0.000264,-0.00292,0.003443,0.4315,COMPUTED
vol_ratio_5_20,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-1.2e-05,-0.296954,-0.276398,4.2e-05,1,25,21.658765,1.074368,-3e-05,-9.1e-05,4e-05,0.8145,COMPUTED
vol_ratio_5_20,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000117,1.07726,1.230212,9.5e-05,4,25,32.603122,0.87567,0.000114,-6.3e-05,0.000335,0.865,COMPUTED
vol_ratio_5_20,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-9.7e-05,-0.343234,-0.28585,0.000338,5,25,17.339407,1.200751,-0.00024,-0.000818,0.000369,0.797,COMPUTED
vol_ratio_5_20,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000341,0.486759,0.475769,0.000717,5,25,23.883794,1.023101,0.000718,-0.000571,0.002135,0.8415,COMPUTED
vol_ret_corr_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,5.5e-05,1.625233,1.742649,3.1e-05,1,25,28.742758,0.932622,3.8e-05,-3e-06,9.3e-05,0.962,COMPUTED
vol_ret_corr_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000201,1.589801,2.395896,8.4e-05,4,25,56.779344,0.663552,0.000152,2.4e-05,0.000309,0.993,COMPUTED
vol_ret_corr_20h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.001321,1.82739,2.311448,0.000571,5,25,39.998679,0.790582,0.000903,5.8e-05,0.001823,0.9805,COMPUTED
vol_ret_corr_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.002121,1.513007,1.569141,0.001352,5,25,26.889444,0.964227,0.002411,-7.9e-05,0.005129,0.9705,COMPUTED
vol_zscore_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,7e-05,1.922232,1.848373,3.8e-05,1,25,23.115744,1.039959,5.6e-05,0.0,0.000121,0.9755,COMPUTED
vol_zscore_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000155,1.579695,2.333699,6.6e-05,4,25,54.561107,0.676906,0.000145,2.3e-05,0.000289,0.994,COMPUTED
vol_zscore_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.00041,1.500353,1.457053,0.000281,5,25,23.57781,1.029718,0.000337,-0.000107,0.000852,0.9185,COMPUTED
vol_zscore_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001004,1.115053,1.558679,0.000644,5,25,48.849719,0.715384,0.001038,-0.000195,0.002607,0.9375,COMPUTED
vol_zscore_48h,1h,1,NO_MAJOR_OVERLAP,NAIVE_ONLY_RETURN_SIGNIFICANT,7.4e-05,2.029962,1.785028,4.1e-05,1,25,19.331009,1.137215,6.2e-05,-5e-06,0.000139,0.9635,COMPUTED
vol_zscore_48h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000178,1.671549,1.730928,0.000103,4,25,26.807715,0.965695,0.000141,-2.7e-05,0.000348,0.9455,COMPUTED
vol_zscore_48h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.0005,1.031306,1.038143,0.000482,5,25,25.332566,0.993414,0.000313,-0.000529,0.001223,0.7625,COMPUTED
vol_zscore_48h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001617,1.179692,1.552585,0.001042,5,25,43.302577,0.759824,0.001502,-0.000503,0.003922,0.9265,COMPUTED
volatility_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-6.7e-05,-1.168453,-1.020749,6.6e-05,1,25,19.078968,1.144702,-6e-05,-0.000203,8.4e-05,0.7815,COMPUTED
volatility_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000271,-1.270926,-0.964636,0.000281,4,25,14.402136,1.317518,-0.000258,-0.000794,0.000278,0.8155,COMPUTED
volatility_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001848,-1.634992,-1.297328,0.001425,5,25,15.74014,1.260276,-0.001863,-0.004514,0.000619,0.913,COMPUTED
volatility_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.005774,-1.555429,-1.342899,0.004299,5,25,18.634856,1.158262,-0.005898,-0.013972,0.001799,0.924,COMPUTED
volume_pressure_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_POSITIVE,7.7e-05,2.10363,2.070554,3.7e-05,1,25,24.220015,1.015974,7.5e-05,-8e-06,0.00017,0.953,COMPUTED
volume_pressure_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000314,2.416418,2.083367,0.000151,4,25,18.58349,1.159862,0.000322,3.8e-05,0.000666,0.9915,COMPUTED
volume_pressure_20h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.000946,1.587445,2.242538,0.000422,5,25,49.891037,0.707879,0.000697,-0.000186,0.001594,0.9325,COMPUTED
volume_pressure_20h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.003361,2.034568,2.474199,0.001359,5,25,36.971307,0.822314,0.003651,0.000754,0.006522,0.994,COMPUTED
vwap_dev_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,5.9e-05,1.36501,1.462526,4e-05,1,25,28.699594,0.933323,6.3e-05,-2.4e-05,0.000152,0.913,COMPUTED
vwap_dev_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000397,2.714363,3.298185,0.00012,4,25,36.910877,0.822987,0.000403,0.000167,0.000628,0.9995,COMPUTED
vwap_dev_20h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.001666,2.265137,2.402553,0.000693,5,25,28.125285,0.942804,0.001123,0.000342,0.00214,0.9995,COMPUTED
vwap_dev_20h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.004443,2.60887,2.909833,0.001527,5,25,31.100785,0.89657,0.004051,0.0011,0.007279,0.999,COMPUTED
williams_r_14h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,3e-06,0.080547,0.081179,4.2e-05,1,25,25.393906,0.992214,9e-06,-8e-05,0.0001,0.5555,COMPUTED
williams_r_14h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000197,1.544255,1.522662,0.000129,4,25,24.305745,1.014181,0.000246,-2.4e-05,0.000505,0.96,COMPUTED
williams_r_14h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.00155,2.714893,3.285261,0.000472,5,25,36.607843,0.826386,0.001256,0.000554,0.001966,1.0,COMPUTED
williams_r_14h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.004029,3.186672,3.602465,0.001118,5,25,31.949561,0.884581,0.003681,0.001545,0.005611,1.0,COMPUTED
wq101_alpha101,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-8.8e-05,-1.88822,-1.936652,4.6e-05,1,25,26.298937,0.974992,-9.1e-05,-0.000178,2e-06,0.9725,COMPUTED
wq101_alpha101,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,4.1e-05,0.400851,0.369027,0.000111,4,25,21.187924,1.08624,7.7e-05,-0.000139,0.000317,0.731,COMPUTED
wq101_alpha101,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000407,1.576178,1.737028,0.000234,5,25,30.362895,0.907399,0.000329,-7.1e-05,0.000812,0.932,COMPUTED
wq101_alpha101,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.001346,2.542959,2.505142,0.000537,5,25,24.261971,1.015096,0.001202,0.000156,0.002443,0.9955,COMPUTED
wq101_alpha12,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,1.2e-05,0.357215,0.34112,3.5e-05,1,25,22.797923,1.047182,2.7e-05,-2.9e-05,8e-05,0.8335,COMPUTED
wq101_alpha12,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_NEGATIVE,-9.4e-05,-1.574401,-2.091995,4.5e-05,4,25,44.139838,0.752583,-0.000104,-0.000186,-2e-05,0.9915,COMPUTED
wq101_alpha12,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000311,-2.229363,-3.731216,8.3e-05,5,25,70.029201,0.59749,-0.000303,-0.000492,-0.000109,1.0,COMPUTED
wq101_alpha12,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000939,-2.382671,-2.354836,0.000399,5,25,24.419285,1.011821,-0.00091,-0.001717,-0.000206,0.9965,COMPUTED
wq101_alpha53,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,7e-05,1.82148,1.815376,3.9e-05,1,25,24.83273,1.003362,5.8e-05,-1.7e-05,0.000117,0.9395,COMPUTED
wq101_alpha53,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000102,1.543734,1.893903,5.4e-05,4,25,37.627915,0.815108,9.4e-05,-1.9e-05,0.000195,0.95,COMPUTED
wq101_alpha53,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000159,1.429373,1.851625,8.6e-05,5,25,41.952217,0.771956,0.000111,-3.5e-05,0.000265,0.917,COMPUTED
wq101_alpha53,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000233,1.436499,1.696482,0.000137,5,25,34.868079,0.846752,0.000162,-0.000103,0.000383,0.894,COMPUTED
wvma_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-6.2e-05,-1.167,-1.00522,6.2e-05,1,25,18.549025,1.160939,-5.7e-05,-0.000185,7.2e-05,0.799,COMPUTED
wvma_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000285,-1.472957,-1.075255,0.000265,4,25,13.322408,1.369868,-0.000287,-0.00078,0.000192,0.8525,COMPUTED
wvma_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001896,-1.892242,-1.389975,0.001364,5,25,13.489652,1.361349,-0.00206,-0.004643,0.000411,0.944,COMPUTED
wvma_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.005627,-1.837965,-1.5578,0.003612,5,25,17.959292,1.179846,-0.005694,-0.012578,0.00073,0.956,COMPUTED
xs_rank_mom_accel,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,1e-06,0.011159,0.01242,4.1e-05,1,25,30.967463,0.898498,9e-06,-7e-05,9.4e-05,0.583,COMPUTED
xs_rank_mom_accel,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000149,0.830848,0.913838,0.000163,4,25,30.243752,0.909185,0.000234,-6.2e-05,0.000558,0.9275,COMPUTED
xs_rank_mom_accel,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000485,1.011152,0.861465,0.000563,5,25,18.146054,1.173759,0.00048,-0.00061,0.0017,0.7895,COMPUTED
xs_rank_mom_accel,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001117,1.790282,1.778208,0.000628,5,25,24.66393,1.00679,0.001152,8.8e-05,0.002672,0.9895,COMPUTED
xs_rank_ret_1h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000122,-2.200257,-2.093094,5.8e-05,1,25,22.62407,1.051198,-0.000131,-0.00025,-5e-06,0.9795,COMPUTED
xs_rank_ret_1h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-5.5e-05,-0.405648,-0.504949,0.000108,4,25,38.737958,0.803344,-2e-05,-0.000233,0.000197,0.562,COMPUTED
xs_rank_ret_1h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.00039,1.487679,1.634511,0.000239,5,25,30.178446,0.910168,0.000312,-0.000128,0.000843,0.8925,COMPUTED
xs_rank_ret_1h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.001478,2.265267,2.69819,0.000548,5,25,35.46877,0.839551,0.001381,0.000251,0.002754,0.993,COMPUTED
xs_rank_vol,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-2e-06,-0.078825,-0.081493,2.9e-05,1,25,26.720758,0.967265,3e-06,-4.7e-05,4.8e-05,0.4345,COMPUTED
xs_rank_vol,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-1.7e-05,-0.145581,-0.180626,9.5e-05,4,25,38.48487,0.805981,1.1e-05,-0.000189,0.000191,0.436,COMPUTED
xs_rank_vol,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000606,-0.849325,-1.161489,0.000522,5,25,46.754428,0.731238,-0.000517,-0.001695,0.000563,0.8145,COMPUTED
xs_rank_vol,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.002279,-1.321588,-1.877757,0.001214,5,25,50.469216,0.703812,-0.002064,-0.004911,0.000705,0.9295,COMPUTED
