factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,after_funding_raw_mean_rank_ic,after_funding_direction_adjusted_mean_rank_ic,after_funding_t_stat,after_funding_n_periods,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_imxd_20h,alpha158_rolling_position,conditional,factor_registry,1h,0.01074397,0.01074397,0.01081774,0.01081774,11.8413,17787,11.7583,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMXD20: (IdxMax(high,20)-IdxMin(low,20)) / 20; relative recency of high versus low"
q158_imxd_20h,alpha158_rolling_position,conditional,factor_registry,4h,0.01583179,0.01583179,0.01599103,0.01599103,17.1235,17785,16.9504,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMXD20: (IdxMax(high,20)-IdxMin(low,20)) / 20; relative recency of high versus low"
q158_imxd_20h,alpha158_rolling_position,conditional,factor_registry,24h,0.01385415,0.01385415,0.01397506,0.01397506,14.541,17765,14.4108,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMXD20: (IdxMax(high,20)-IdxMin(low,20)) / 20; relative recency of high versus low"
q158_imxd_20h,alpha158_rolling_position,conditional,factor_registry,72h,0.00603169,0.00603169,0.00600764,0.00600764,6.6537,17717,6.6764,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMXD20: (IdxMax(high,20)-IdxMin(low,20)) / 20; relative recency of high versus low"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,1h,0.02275797,0.02275797,0.02282272,0.02282272,19.05,17786,18.9937,17786,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,4h,0.0300299,0.0300299,0.03018832,0.03018832,24.4342,17784,24.3102,17784,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,24h,0.0297449,0.0297449,0.02979419,0.02979419,23.8994,17764,23.8853,17764,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,72h,0.01902452,0.01902452,0.01881303,0.01881303,15.7487,17716,15.9487,17716,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_ma_5h,alpha158_rolling_price,conditional,factor_registry,1h,0.03832213,0.03832213,0.03828474,0.03828474,31.3023,17802,31.3378,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MA5: Mean(close,5) / close; 1h adaptation of short rolling average normalized by current close"
q158_ma_5h,alpha158_rolling_price,conditional,factor_registry,4h,0.03451146,0.03451146,0.03457444,0.03457444,28.7091,17800,28.6619,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MA5: Mean(close,5) / close; 1h adaptation of short rolling average normalized by current close"
q158_ma_5h,alpha158_rolling_price,conditional,factor_registry,24h,0.01716534,0.01716534,0.01753141,0.01753141,14.7723,17780,14.477,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MA5: Mean(close,5) / close; 1h adaptation of short rolling average normalized by current close"
q158_ma_5h,alpha158_rolling_price,conditional,factor_registry,72h,0.00709706,0.00709706,0.00726713,0.00726713,6.4486,17732,6.3021,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MA5: Mean(close,5) / close; 1h adaptation of short rolling average normalized by current close"
q158_std_5h,alpha158_rolling_price,negative,factor_registry,1h,-0.03031525,0.03031525,-0.02980334,0.02980334,-21.1254,17802,-21.4882,17802,186.2,3315195,0.000321,False,COMPUTED,"Alpha158 STD5: Std(close,5) / close; short rolling close dispersion normalized by current close"
q158_std_5h,alpha158_rolling_price,negative,factor_registry,4h,-0.04414322,0.04414322,-0.04317108,0.04317108,-30.9515,17800,-31.6543,17800,186.2,3315195,0.000321,False,COMPUTED,"Alpha158 STD5: Std(close,5) / close; short rolling close dispersion normalized by current close"
q158_std_5h,alpha158_rolling_price,negative,factor_registry,24h,-0.06530155,0.06530155,-0.06351484,0.06351484,-46.266,17780,-47.6213,17780,186.2,3315195,0.000321,False,COMPUTED,"Alpha158 STD5: Std(close,5) / close; short rolling close dispersion normalized by current close"
q158_std_5h,alpha158_rolling_price,negative,factor_registry,72h,-0.07462375,0.07462375,-0.07229464,0.07229464,-54.9175,17732,-56.7113,17732,186.2,3315195,0.000321,False,COMPUTED,"Alpha158 STD5: Std(close,5) / close; short rolling close dispersion normalized by current close"
q158_max_5h,alpha158_rolling_price,conditional,factor_registry,1h,-0.00147822,-0.00147822,-0.00101706,-0.00101706,-0.7468,17802,-1.0853,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MAX5: Max(high,5) / close; short rolling high normalized by current close"
q158_max_5h,alpha158_rolling_price,conditional,factor_registry,4h,-0.01618221,-0.01618221,-0.01521446,-0.01521446,-11.3294,17800,-12.0545,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MAX5: Max(high,5) / close; short rolling high normalized by current close"
q158_max_5h,alpha158_rolling_price,conditional,factor_registry,24h,-0.04853039,-0.04853039,-0.04659438,-0.04659438,-35.5627,17780,-37.0765,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MAX5: Max(high,5) / close; short rolling high normalized by current close"
q158_max_5h,alpha158_rolling_price,conditional,factor_registry,72h,-0.06192376,-0.06192376,-0.05952662,-0.05952662,-47.154,17732,-49.0763,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MAX5: Max(high,5) / close; short rolling high normalized by current close"
q158_min_5h,alpha158_rolling_price,conditional,factor_registry,1h,0.04963952,0.04963952,0.04925422,0.04925422,40.0695,17802,40.3831,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MIN5: Min(low,5) / close; short rolling low normalized by current close"
q158_min_5h,alpha158_rolling_price,conditional,factor_registry,4h,0.0550285,0.0550285,0.05434191,0.05434191,44.7633,17800,45.3405,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MIN5: Min(low,5) / close; short rolling low normalized by current close"
q158_min_5h,alpha158_rolling_price,conditional,factor_registry,24h,0.06370971,0.06370971,0.06267878,0.06267878,50.627,17780,51.5277,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MIN5: Min(low,5) / close; short rolling low normalized by current close"
q158_min_5h,alpha158_rolling_price,conditional,factor_registry,72h,0.06589901,0.06589901,0.06442635,0.06442635,53.7264,17732,54.9868,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 MIN5: Min(low,5) / close; short rolling low normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,1h,0.03520768,0.03520768,0.03521058,0.03521058,28.7443,17797,28.7454,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,4h,0.03544808,0.03544808,0.03558484,0.03558484,29.096,17795,28.9983,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,24h,0.02367516,0.02367516,0.02412262,0.02412262,19.6461,17775,19.2991,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,72h,0.01076377,0.01076377,0.01094446,0.01094446,9.4361,17727,9.291,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,1h,-0.03078078,0.03078078,-0.03021882,0.03021882,-21.009,17797,-21.3987,17797,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,4h,-0.04393344,0.04393344,-0.04283567,0.04283567,-29.9967,17795,-30.7757,17795,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,24h,-0.06796443,0.06796443,-0.06596175,0.06596175,-45.9157,17775,-47.3623,17775,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,72h,-0.08088611,0.08088611,-0.078319,0.078319,-56.6885,17727,-58.568,17727,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,1h,-0.00302233,-0.00302233,-0.00249526,-0.00249526,-1.8249,17797,-2.2104,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,4h,-0.01551551,-0.01551551,-0.01442049,-0.01442049,-10.6315,17795,-11.4448,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,24h,-0.0465666,-0.0465666,-0.04441217,-0.04441217,-33.0268,17775,-34.6697,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,72h,-0.06274187,-0.06274187,-0.0601443,-0.0601443,-46.6547,17727,-48.6948,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,1h,0.04742378,0.04742378,0.04707578,0.04707578,39.0017,17797,39.2887,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,4h,0.05521836,0.05521836,0.05461577,0.05461577,45.294,17795,45.81,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,24h,0.06547855,0.06547855,0.06454866,0.06454866,51.8881,17775,52.7011,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,72h,0.06707972,0.06707972,0.06572638,0.06572638,54.5693,17727,55.7304,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,1h,0.03038003,0.03038003,0.03044952,0.03044952,24.912,17787,24.8571,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,4h,0.03481529,0.03481529,0.03503602,0.03503602,28.1764,17785,28.0088,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,24h,0.02993442,0.02993442,0.03026336,0.03026336,23.9335,17765,23.6985,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,72h,0.01545961,0.01545961,0.0154891,0.0154891,12.9931,17717,12.987,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,1h,-0.02913147,0.02913147,-0.02851903,0.02851903,-20.1529,17787,-20.584,17787,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,4h,-0.04242109,0.04242109,-0.04122024,0.04122024,-29.0877,17785,-29.9448,17785,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,24h,-0.06830648,0.06830648,-0.06610786,0.06610786,-45.714,17765,-47.2979,17765,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,72h,-0.08279118,0.08279118,-0.0799738,0.0799738,-56.9802,17717,-59.0156,17717,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,1h,-0.00516702,-0.00516702,-0.00456362,-0.00456362,-3.3381,17787,-3.7797,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,4h,-0.01559577,-0.01559577,-0.0143621,-0.0143621,-10.4045,17785,-11.3046,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,24h,-0.04422862,-0.04422862,-0.04191222,-0.04191222,-30.3388,17765,-32.0543,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,72h,-0.06299196,-0.06299196,-0.0602362,-0.0602362,-45.786,17717,-47.9056,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,1h,0.04451269,0.04451269,0.04421833,0.04421833,37.2659,17787,37.5109,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,4h,0.05472268,0.05472268,0.05420114,0.05420114,45.7111,17785,46.1684,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,24h,0.06682424,0.06682424,0.06591498,0.06591498,53.9835,17765,54.8047,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,72h,0.06744465,0.06744465,0.06614384,0.06614384,55.1432,17717,56.2966,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_ma_30h,alpha158_rolling_price,conditional,factor_registry,1h,0.02794598,0.02794598,0.02801018,0.02801018,22.8138,17777,22.76,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close"
q158_ma_30h,alpha158_rolling_price,conditional,factor_registry,4h,0.03480226,0.03480226,0.03500083,0.03500083,27.7683,17775,27.6161,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close"
q158_ma_30h,alpha158_rolling_price,conditional,factor_registry,24h,0.03182278,0.03182278,0.03201743,0.03201743,25.1437,17755,25.0154,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close"
q158_ma_30h,alpha158_rolling_price,conditional,factor_registry,72h,0.01830748,0.01830748,0.01824558,0.01824558,15.1364,17707,15.2108,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close"
q158_std_30h,alpha158_rolling_price,negative,factor_registry,1h,-0.02749771,0.02749771,-0.02686697,0.02686697,-18.7964,17777,-19.2363,17777,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close"
q158_std_30h,alpha158_rolling_price,negative,factor_registry,4h,-0.04071824,0.04071824,-0.03948407,0.03948407,-27.4035,17775,-28.2703,17775,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close"
q158_std_30h,alpha158_rolling_price,negative,factor_registry,24h,-0.06869141,0.06869141,-0.0664527,0.0664527,-46.008,17755,-47.6271,17755,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close"
q158_std_30h,alpha158_rolling_price,negative,factor_registry,72h,-0.08282478,0.08282478,-0.0799306,0.0799306,-55.9982,17707,-58.0685,17707,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close"
q158_max_30h,alpha158_rolling_price,conditional,factor_registry,1h,-0.00548108,-0.00548108,-0.00487653,-0.00487653,-3.5211,17777,-3.9578,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close"
q158_max_30h,alpha158_rolling_price,conditional,factor_registry,4h,-0.01504108,-0.01504108,-0.01381554,-0.01381554,-9.8177,17775,-10.6938,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close"
q158_max_30h,alpha158_rolling_price,conditional,factor_registry,24h,-0.0423652,-0.0423652,-0.04011763,-0.04011763,-28.761,17755,-30.4118,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close"
q158_max_30h,alpha158_rolling_price,conditional,factor_registry,72h,-0.06302256,-0.06302256,-0.06028814,-0.06028814,-44.7716,17707,-46.8215,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close"
